"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"0500000US51161","Roanoke County, Virginia","96929","3507","93422","89617","79928","5650","155","3425","24","435","3805","3637","1069","1296","579","34","484","53","33","2","52","7","0","0","8","20","0","164","79","18","5","17","1","5","1","18","5","0","0","0","5","3","4","0","3","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"0500000US51163","Rockbridge County, Virginia","22650","513","22137","21276","20357","565","85","181","6","82","861","826","164","464","61","11","108","5","8","0","1","0","0","1","1","2","0","33","20","0","1","4","2","0","0","0","1","0","0","0","1","0","0","0","0","1","0","3","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51165","Rockingham County, Virginia","83757","7093","76664","74387","71367","1768","80","920","9","243","2277","2161","647","798","325","14","311","20","11","0","13","1","0","0","11","6","4","110","51","24","4","0","0","0","9","20","1","1","0","0","0","0","0","0","0","0","0","0","6","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51167","Russell County, Virginia","25781","168","25613","25061","24754","222","17","42","1","25","552","549","69","356","22","0","86","0","0","3","2","0","0","0","11","0","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51169","Scott County, Virginia","21576","255","21321","20738","20528","134","26","20","2","28","583","561","81","311","14","5","133","2","5","0","2","1","7","0","0","0","0","15","9","2","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","7","3","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51171","Shenandoah County, Virginia","44186","3726","40460","38920","37304","1031","84","344","8","149","1540","1479","353","687","165","6","219","11","3","0","15","1","0","2","9","8","0","56","32","8","0","6","7","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","5","0","1","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51173","Smyth County, Virginia","29800","558","29242","28360","27762","408","36","104","1","49","882","847","160","477","52","5","138","0","0","0","1","2","0","0","2","10","0","30","3","0","3","0","2","0","0","13","0","0","1","6","0","0","0","2","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US51175","Southampton County, Virginia","17996","332","17664","17060","10959","5908","56","67","20","50","604","550","190","207","10","11","77","36","3","0","0","0","0","0","15","0","1","54","39","0","0","7","2","1","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51177","Spotsylvania County, Virginia","140032","16654","123378","114989","87278","22436","375","3933","122","845","8389","7777","2650","1967","1451","101","927","257","162","36","158","1","13","7","23","22","2","580","294","105","2","38","56","8","19","34","7","3","11","0","1","0","1","0","0","0","0","1","32","24","0","5","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51179","Stafford County, Virginia","156927","23646","133281","123163","85587","29492","601","6137","241","1105","10118","9287","2851","1944","2377","133","982","298","329","55","207","18","0","6","68","17","2","724","310","154","7","52","71","1","9","88","7","0","8","0","3","8","6","0","0","0","0","0","97","61","5","4","14","7","5","0","0","0","0","1","0","0","0","0","7","7","0","0","0","0","0","3","3"
"0500000US51181","Surry County, Virginia","6561","149","6412","6202","3459","2687","17","14","10","15","210","188","67","67","9","1","21","16","0","1","6","0","0","0","0","0","0","15","10","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US51183","Sussex County, Virginia","10829","306","10523","10204","4381","5766","14","11","7","25","319","292","111","101","13","0","29","24","2","0","2","0","0","5","4","0","1","21","16","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","6","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51185","Tazewell County, Virginia","40429","507","39922","38670","37336","961","56","213","15","89","1252","1200","308","617","58","6","200","4","2","0","3","0","0","0","2","0","0","43","11","17","0","10","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","9","3","4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51187","Warren County, Virginia","40727","2413","38314","36413","33831","1722","130","462","13","255","1901","1798","514","696","255","11","247","21","8","0","34","7","2","1","2","0","0","96","30","9","4","9","12","0","14","16","0","0","1","0","0","1","0","0","0","0","0","0","6","0","0","4","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US51191","Washington County, Virginia","53935","891","53044","51548","50338","651","91","334","0","134","1496","1452","255","821","103","16","208","25","4","0","12","0","1","0","7","0","0","37","17","11","0","5","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","2","2"
"0500000US51193","Westmoreland County, Virginia","18477","1049","17428","16520","11758","4470","67","146","11","68","908","839","322","265","57","7","103","51","11","1","21","0","0","0","1","0","0","61","40","17","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","5","5","0","0","0","0","0","0","0"
"0500000US51195","Wise County, Virginia","36130","452","35678","34652","32586","1771","48","150","11","86","1026","1000","199","564","49","8","154","8","1","2","8","0","0","0","7","0","0","24","12","0","0","6","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US51197","Wythe County, Virginia","28290","355","27935","27021","26082","699","54","118","2","66","914","879","253","454","39","0","106","10","1","0","2","0","2","0","6","6","0","30","6","0","6","4","2","0","0","5","0","0","5","0","0","2","0","0","0","0","0","0","4","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US51199","York County, Virginia","70045","5136","64909","60527","46932","8633","168","4251","127","416","4382","4050","1036","852","1263","66","502","102","101","4","71","0","0","0","47","6","0","300","116","76","8","14","24","4","0","36","17","0","0","0","0","2","3","0","0","0","0","0","27","12","0","0","2","7","0","2","0","0","4","0","0","0","0","0","5","3","2","0","0","0","0","0","0"
"0500000US51510","Alexandria city, Virginia","159467","29372","130095","122358","78519","31314","217","11205","77","1026","7737","7247","1596","700","2990","78","1087","214","237","18","185","12","2","1","91","36","0","457","157","89","6","54","25","0","9","79","12","0","13","2","0","9","0","0","0","0","0","2","33","21","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51520","Bristol city, Virginia","17219","455","16764","15914","14652","1008","55","159","4","36","850","816","342","313","21","5","93","25","2","4","9","0","0","0","0","2","0","28","22","1","0","0","1","0","0","1","0","0","2","0","0","0","0","0","0","1","0","0","6","1","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51530","Buena Vista city, Virginia","6641","229","6412","6054","5660","289","39","24","24","18","358","337","68","206","16","0","23","14","2","0","4","0","0","0","1","3","0","16","2","0","2","4","6","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51540","Charlottesville city, Virginia","46553","3207","43346","41005","29609","7030","66","4064","18","218","2341","2231","620","260","833","27","326","62","45","4","41","0","0","0","7","6","0","92","36","20","1","8","13","2","0","0","4","0","0","0","6","0","2","0","0","0","0","0","14","4","2","0","0","8","0","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0","0","0","0"
"0500000US51550","Chesapeake city, Virginia","249422","17824","231598","217698","135679","70885","731","8868","312","1223","13900","12831","3162","3124","3212","227","1461","630","478","24","333","17","1","3","124","35","0","954","423","170","16","60","80","1","12","95","36","0","4","3","9","38","7","0","0","0","0","0","105","39","3","23","17","0","0","16","0","0","0","0","0","0","7","0","10","4","5","1","0","0","0","0","0"
"0500000US51570","Colonial Heights city, Virginia","18170","1276","16894","15956","12409","2848","32","569","13","85","938","861","250","260","139","7","127","34","17","4","20","3","0","0","0","0","0","64","28","9","0","2","2","6","0","5","0","0","0","0","7","5","0","0","0","0","0","0","12","5","2","1","0","3","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US51580","Covington city, Virginia","5737","179","5558","5317","4541","716","12","32","5","11","241","228","116","63","8","10","17","0","0","2","6","0","0","0","0","6","0","13","3","0","2","0","0","0","4","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51590","Danville city, Virginia","42590","2074","40516","39352","16884","21733","88","503","1","143","1164","1085","532","262","44","3","72","108","5","0","56","0","1","0","2","0","0","69","57","1","0","1","1","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0"
"0500000US51595","Emporia city, Virginia","5766","345","5421","5258","1529","3631","7","50","4","37","163","132","77","7","5","0","3","20","0","10","6","0","0","2","1","1","0","20","7","4","5","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","9","0","3","0","0","0","0","0","1","0","5","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US51600","Fairfax city, Virginia","24146","4278","19868","18739","12911","1052","44","4519","9","204","1129","1076","175","125","494","1","221","10","14","0","14","0","0","0","6","13","3","43","28","3","0","0","1","0","0","10","0","0","0","0","0","1","0","0","0","0","0","0","5","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","3","0","0","0","0","0","2","2"
"0500000US51610","Falls Church city, Virginia","14658","1529","13129","12142","9955","554","12","1494","10","117","987","945","113","103","505","0","173","9","15","5","5","5","0","0","12","0","0","36","16","3","5","5","4","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","3","1","0","0","0","0","0"
"0500000US51620","Franklin city, Virginia","8180","218","7962","7700","2966","4610","25","81","2","16","262","242","102","52","24","7","14","21","11","0","7","0","0","0","4","0","0","19","6","0","0","5","2","0","4","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51630","Fredericksburg city, Virginia","27982","3472","24510","22872","15201","5956","86","1325","24","280","1638","1501","540","269","392","15","112","57","45","7","51","2","0","0","10","1","0","117","68","21","3","3","4","0","2","6","1","0","6","0","1","2","0","0","0","0","0","0","13","10","0","3","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","3","3"
"0500000US51640","Galax city, Virginia","6720","1061","5659","5409","4975","354","13","52","0","15","250","234","87","85","18","2","19","4","2","3","9","2","0","0","0","0","3","15","0","1","0","9","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"0500000US51650","Hampton city, Virginia","137148","8411","128737","121103","49389","66632","485","3493","209","895","7634","6717","2446","1161","969","91","464","761","321","63","347","8","2","7","55","22","0","801","444","117","21","63","51","2","3","25","21","0","11","8","8","19","4","0","0","0","0","4","110","58","0","23","12","0","1","13","0","0","3","0","0","0","0","0","6","4","2","0","0","0","0","0","0"
"0500000US51660","Harrisonburg city, Virginia","51814","12045","39769","37736","31454","3906","71","2089","20","196","2033","1946","638","339","613","11","200","47","36","6","23","0","0","1","22","10","0","85","33","20","0","7","8","3","4","7","0","0","0","0","0","0","0","0","3","0","0","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51670","Hopewell city, Virginia","23033","1889","21144","19989","9819","9689","86","251","15","129","1155","1098","512","235","96","0","82","75","39","5","35","0","0","0","17","2","0","43","24","6","0","3","5","0","2","1","0","0","0","0","0","1","0","0","0","0","0","1","14","0","0","7","0","0","0","0","0","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"0500000US51678","Lexington city, Virginia","7320","335","6985","6781","6015","454","8","281","0","23","204","182","34","43","69","4","20","0","2","1","6","0","0","0","0","3","0","21","6","1","0","0","6","0","1","6","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51680","Lynchburg city, Virginia","79009","3880","75129","71537","47654","21228","200","1752","34","669","3592","3279","1360","784","407","19","327","204","50","11","75","3","0","0","27","12","0","286","194","35","3","16","16","0","0","15","1","0","0","0","0","1","4","0","0","0","0","1","21","3","5","1","7","0","0","2","0","0","0","0","0","3","0","0","6","0","4","0","1","0","1","0","0"
"0500000US51683","Manassas city, Virginia","42772","18345","24427","22834","14816","4914","65","2703","19","317","1593","1452","430","271","391","3","187","52","46","13","47","5","0","3","4","0","0","129","46","21","0","16","15","0","0","4","8","0","3","0","5","4","5","0","2","0","0","0","12","2","5","1","1","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51685","Manassas Park city, Virginia","17219","7799","9420","8782","4706","2076","27","1827","13","133","638","579","204","83","139","8","76","17","13","13","15","0","0","0","2","9","0","57","16","6","2","12","11","0","3","1","3","0","0","0","2","0","0","1","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51690","Martinsville city, Virginia","13485","1025","12460","11964","5732","6043","23","116","4","46","496","450","260","86","11","0","22","18","11","0","18","0","5","0","14","5","0","30","12","2","0","8","1","0","0","2","0","0","0","0","2","1","2","0","0","0","0","0","11","2","2","0","3","0","0","1","0","0","0","0","0","0","3","0","5","0","5","0","0","0","0","0","0"
"0500000US51700","Newport News city, Virginia","186247","19288","166959","156449","71250","76870","571","6230","404","1124","10510","9444","3399","1470","1745","101","776","853","472","108","361","24","1","7","92","30","5","969","459","198","20","62","62","10","12","51","41","0","29","0","7","5","3","0","0","0","0","10","88","44","13","14","9","3","0","2","2","0","0","1","0","0","0","0","7","0","7","0","0","0","0","2","2"
"0500000US51710","Norfolk city, Virginia","238005","23130","214875","202224","97205","93553","832","8828","475","1331","12651","11419","3789","2209","2213","156","1106","797","453","58","387","32","0","18","164","37","0","1104","534","182","16","54","102","13","17","106","15","0","14","0","7","36","1","0","0","0","0","7","122","48","5","19","30","14","1","4","0","0","0","0","0","1","0","0","6","4","2","0","0","0","0","0","0"
"0500000US51720","Norton city, Virginia","3687","81","3606","3447","3223","179","4","27","0","14","159","151","71","41","8","0","21","0","0","1","5","1","0","0","0","3","0","4","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51730","Petersburg city, Virginia","33458","1970","31488","30363","5178","24530","105","330","30","190","1125","961","429","89","60","5","62","187","41","5","52","6","0","3","15","7","0","156","121","9","0","12","0","0","0","0","9","1","4","0","0","0","0","0","0","0","0","0","7","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US51735","Poquoson city, Virginia","12460","463","11997","11399","10937","107","33","253","2","67","598","555","53","201","164","14","112","0","10","0","0","0","0","0","0","1","0","30","5","2","3","3","2","0","3","4","2","0","0","0","0","4","0","0","0","0","0","2","8","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","2","0","0","0"
"0500000US51740","Portsmouth city, Virginia","97915","4413","93502","88721","34912","51586","355","1244","134","490","4781","4327","1719","878","504","41","335","469","146","31","142","1","0","0","58","2","1","412","219","46","5","24","43","1","3","27","11","0","7","0","11","12","0","0","1","0","2","0","35","16","3","4","0","6","0","0","0","0","0","6","0","0","0","0","7","7","0","0","0","0","0","0","0"
"0500000US51750","Radford city, Virginia","16070","765","15305","14640","12006","2125","30","210","0","269","665","625","251","203","81","3","61","15","10","0","1","0","0","0","0","0","0","40","28","4","0","4","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51760","Richmond city, Virginia","226610","23747","202863","193796","95220","90490","440","6199","69","1378","9067","8369","2659","1195","1968","51","950","767","316","27","304","15","0","18","41","52","6","652","358","87","13","54","25","0","12","52","13","0","18","3","4","4","7","0","0","1","0","1","46","27","0","9","3","3","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51770","Roanoke city, Virginia","100011","8484","91527","86266","55951","27077","211","2462","42","523","5261","4911","2226","1206","497","19","486","229","73","13","142","7","0","5","3","5","0","331","233","36","0","25","21","1","2","8","4","0","0","0","0","1","0","0","0","0","0","0","15","12","0","2","0","0","0","1","0","0","0","0","0","0","0","0","4","2","1","1","0","0","0","0","0"
"0500000US51775","Salem city, Virginia","25346","1088","24258","23233","20673","1913","42","534","5","66","1025","960","347","292","117","7","133","33","0","5","13","0","0","0","5","5","3","64","29","0","0","9","0","3","0","10","4","0","0","0","0","0","2","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51790","Staunton city, Virginia","25750","1088","24662","23392","19959","2882","65","320","11","155","1270","1173","475","361","97","3","185","15","8","0","20","6","0","1","0","2","0","95","61","18","7","2","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US51800","Suffolk city, Virginia","94324","4252","90072","85569","43837","39194","255","1672","68","543","4503","4156","1361","958","675","68","423","321","137","18","158","7","0","5","15","6","4","309","175","64","0","16","10","4","2","20","11","0","0","2","0","5","0","0","0","0","0","0","34","25","0","3","3","0","0","1","1","0","0","1","0","0","0","0","4","1","0","0","0","0","3","0","0"
"0500000US51810","Virginia Beach city, Virginia","459470","40404","419066","390359","269566","82583","1184","33756","671","2599","28707","26177","7084","5094","7391","473","2961","946","978","134","579","59","5","10","341","115","7","2293","849","515","36","140","244","20","37","293","53","0","19","5","21","42","12","4","0","0","0","3","223","117","4","25","32","15","0","18","0","0","5","0","3","0","4","0","14","11","2","0","0","0","1","0","0"
"0500000US51820","Waynesboro city, Virginia","22196","1945","20251","19099","16074","2610","33","258","20","104","1152","1073","533","278","94","8","118","11","10","2","13","0","0","0","3","2","1","72","41","10","0","4","1","0","1","14","1","0","0","0","0","0","0","0","0","0","0","0","5","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US51830","Williamsburg city, Virginia","15425","1215","14210","13613","7370","5648","20","497","25","53","597","565","175","94","127","13","72","59","11","1","11","0","0","1","0","1","0","28","11","0","0","4","11","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0"
